sentence,sentiment,category
rather meeting team like six like data scientist every company,postive,E-Commerce
think fear youre gon na need data scientist every company youre gon na need data scientist machine learning machinery company theyre going producing software tool data science becomes like calculator,negative,E-Commerce
mathematician use calculator,neutral,E-Commerce
right,neutral,E-Commerce
gon na get point think domain expert using machine learning day day deal,neutral,E-Commerce
think happens like upgrading engine like innovation car,postive,E-Commerce
right,neutral,E-Commerce
gon na like propel forward ill probably job thats fine,postive,E-Commerce
know innovation think gon na obviously cool see happen,postive,E-Commerce
there lot overcome,neutral,E-Commerce
right,neutral,E-Commerce
there lot fear unknown associated,negative,E-Commerce
im im curious see pan sure,postive,E-Commerce
okay,postive,E-Commerce
coming towards end show go five question every guest,neutral,E-Commerce
first one favorite programming language,postive,E-Commerce
fun one,postive,E-Commerce
right,neutral,E-Commerce
one thing team zappos data science team language agnostic matter language,postive,E-Commerce
think goal get job done memory efficient computationally efficient fashion without computer exploding work,postive,E-Commerce
right,neutral,E-Commerce
dont develop java,neutral,E-Commerce
im comfortable java right answer,postive,E-Commerce
would imagine lot people expect python language choice think ive also run opinion probably people get upset,negative,E-Commerce
like many time might prefers python human regularly,postive,E-Commerce
know ive drawn issue large amount data using python like thing called gil get technical prefer prefer java personally think language agnostic kind situation,postive,E-Commerce
graduate school work use java use something else,neutral,E-Commerce
graduate work unfortunately plus plus image processing stuff,negative,E-Commerce
language ive worked like,postive,E-Commerce
unfortunate predominant language,negative,E-Commerce
java undergraduate,neutral,E-Commerce
probably painful,negative,E-Commerce
mixture know whatevers needed property come,neutral,E-Commerce
nice,postive,E-Commerce
okay,postive,E-Commerce
second question advice somebody want enter data science field doesnt know get started,postive,E-Commerce
there lot amazing resource online think one important thing understanding part data science wan na get,postive,E-Commerce
right,neutral,E-Commerce
shameless blog,negative,E-Commerce
recently oh going opening internship application soon data science team weve got three position,neutral,E-Commerce
thats think good way understand,postive,E-Commerce
least see youve got data analytics position data science software engineering position data science machine learning position,neutral,E-Commerce
lot people gon na wan na able,neutral,E-Commerce
like great scale software engineer brilliant machine learning scientist amazing data analyst,postive,E-Commerce
session time,neutral,E-Commerce
right,neutral,E-Commerce
end day math software engineering business accident bundled one person person unicorn,negative,E-Commerce
youre gon na find person time probably easier become person overnight,postive,E-Commerce
right,neutral,E-Commerce
pick one area excel understand long youre gon na find team somebody else excel thing take opportunity learn,postive,E-Commerce
there nothing valuable actual real world experience like going online working datasets available solving problem posted online,negative,E-Commerce
course education right go get master computer science something like help like master math statistic valuable without doubt,postive,E-Commerce
absolutely necessary id work data scientist chemist biologist physician physicist place,neutral,E-Commerce
know,neutral,E-Commerce
awesome,postive,E-Commerce
oh weve got question,neutral,E-Commerce
someone asking apply data science field like biology,postive,E-Commerce
yeah mean course,postive,E-Commerce
sense data science plug jog kind tool,postive,E-Commerce
right,neutral,E-Commerce
data end day everything come number data science taking prior knowledge making educated guess,postive,E-Commerce
right,neutral,E-Commerce
area study thats interesting like environmental biology youre like trying understand different impact certain thing ecosystem gon na affect like white life etcetera,postive,E-Commerce
already butchering biological throne,neutral,E-Commerce
lot,neutral,E-Commerce
area long prior knowledge collected right turn machine learning problem,negative,E-Commerce
think whats critical understanding applied field never attempted replace field thats opinion,negative,E-Commerce
think lot people belief ai gon na automate lot thing seen attempt automating job certain day day task stale past,postive,E-Commerce
matter understanding look ai augmentation replacement meant make job easier make innovation faster rather got,postive,E-Commerce
right,neutral,E-Commerce
take back find put discovering new thing ai handle stuff thats already completely fleshed see,neutral,E-Commerce
great answer,postive,E-Commerce
question designed data science business leader looking hire data science team would advice type team form look candidate,neutral,E-Commerce
way data science team zappo lucky enough able help build major portion great opportunity good learning experience,postive,E-Commerce
think think kind catering diversity different skill data science necessary successful team important,postive,E-Commerce
understanding exactly want data science team,postive,E-Commerce
data science team producing customer facing scale api like personalization youre gon na need software engineer machine learning scientist analytics,postive,E-Commerce
right,neutral,E-Commerce
data science team meant ad hoc analysis theyre helping like inventory risk management forecasting sale youre gon na need statistician youre running inside combo much software youre expertise,postive,E-Commerce
understanding want data science team able break across skill set important,postive,E-Commerce
would also recommend state ive made past going recruiting find person thats gon na waste recruiting bandwidth equipment dollar yet theyre wasting bandwidth extra bare hand team could done lot quest find uniform,postive,E-Commerce
think critical thing look kind ability learn new thing motivation actually see,postive,E-Commerce
weird thats hard judge like fifteen twenty minute get candidate nowadays hour whatever get candidate,postive,E-Commerce
find whatever retain rare definitely important field particular,postive,E-Commerce
mean would maybe question would ask candidate twenty minute interview kind gauge curiosity drive,postive,E-Commerce
there kind recruit kind phone screen technical kind phone screen onsite interview,postive,E-Commerce
person impressive technical phone screen clear area like gap knowledge toolkit like telling alright im gon na ask youre onsite,postive,E-Commerce
onsite interview usually week later see indepth able understand completely new topic short period time,neutral,E-Commerce
another fun question like exactly said,postive,E-Commerce
well explain like im five year old,postive,E-Commerce
phenomenal show deep understanding sometimes see excitement person theyre ex explaining,postive,E-Commerce
like data science magical,postive,E-Commerce
matter much understand theory behind joy watching algorithm predict something still right,postive,E-Commerce
thats youre gon na,neutral,E-Commerce
even though know map behind,neutral,E-Commerce
looking excitement critical excitement gon na carry forward lot thing,postive,E-Commerce
get going one last question audience member who asking important industry know dip know statistic go behind different machine learning model,postive,E-Commerce
well thats great question,postive,E-Commerce
something people honestly dont think there exactly right answer cover job machine learning,postive,E-Commerce
alright,postive,E-Commerce
youre working ai company yes critical,postive,E-Commerce
youre looking improving algorithm,postive,E-Commerce
youre looking making new algorithm,neutral,E-Commerce
understand statistic,neutral,E-Commerce
time youre like e commerce definitely value someone experience applying existing model different datasets may understand theoretical foundation behind every algorithm,postive,E-Commerce
depends job youre trying,neutral,E-Commerce
youre planning machine learning research scientist dont know im putting quote,neutral,E-Commerce
many different name job different like varying level skill set different area expertise,postive,E-Commerce
wan na like research scientist yes,postive,E-Commerce
wan na machine learning person who focused business intelligence business analysis important broader tool kit like kind deep understanding statistic behind model,postive,E-Commerce
really depends job youre going ask honest question,postive,E-Commerce
right,neutral,E-Commerce
look description look,neutral,E-Commerce
confident yukon probably right machine learning job data science job time doesnt mean isnt one caters card existed isnt couple tool add team make right thing,postive,E-Commerce
wonderful,postive,E-Commerce
mean thank much time today,postive,E-Commerce
youve awesome guest learned ton,postive,E-Commerce
know everyone many question ask,neutral,E-Commerce
people get hold,neutral,E-Commerce
gon na learn,neutral,E-Commerce
im aggressive social medium,negative,E-Commerce
tweet occasion,neutral,E-Commerce
twitter handle amin kasur forgot every second,neutral,E-Commerce
amin casurini,neutral,E-Commerce
know shoot question try share interesting article come across summary internet also hit linkedin there anything wan na jump detail,postive,E-Commerce
find linkedin time permitting,neutral,E-Commerce
im happy like know get know conversation,postive,E-Commerce
jump call chat youre interested,postive,E-Commerce
okay,postive,E-Commerce
wonderful everyone who tuned listening podcast short url get mean linkedin profile,postive,E-Commerce
justex,neutral,E-Commerce
pnamineameen,neutral,E-Commerce
also youre watching video either facebook youtube ill section comment link amins twitter account linkedin profile follow,negative,E-Commerce
definitely wan na keep amin radar work he,postive,E-Commerce
amin thank much part show today,postive,E-Commerce
looking forward talking soon,neutral,E-Commerce
pleasure,postive,E-Commerce
yeah,postive,E-Commerce
thanks mike,postive,E-Commerce
yeah anytime wan na im happy,postive,E-Commerce
awesome,postive,E-Commerce
take care,postive,E-Commerce
thank,postive,E-Commerce
,neutral,E-Commerce
bye,neutral,E-Commerce
